0	117
132	141
156	175
176	207
208	238
239	264
265	297
298	324
325	340
341	353
354	368
369	384
385	399
400	414
415	433
434	452
453	484
485	500
501	540
541	570
571	604
605	631
632	621
622	682
683	711
712	742
743	763
764	791
792	819
820	842
843	871
872	888
889	911
912	928
929	953
954	973
974	989
990	1033
1034	1063
1064	1089
1090	1113
1114	1135
1136	1154
1155	1187
1188	1223
1224	1248
1249	1263
1264	1282
1283	1298
1299	1316
1317	1349
1350	1373
1374	1404
1405	1430
1431	1461
1462	1496
1497	1531
1532	1556
1557	1587
1588	1618
1619	1650
1651	1685
1686	1703
1704	1732
1733	1748
1749	1778
1779	1797
1798	1839
1840	1876
1877	1917
1918	1957
1958	1977
1988	2002
2012	2300
2301	2460
2461	2704
2705	2818
2819	2975
2976	3161
3162	3247
3248	3471
3472	4042
4043	4124
4125	4282
4283	4488
4508	4521
4532	4538
4539	4586
4587	4633
4634	4679
4680	4794
4795	4871
4951	4952
4953	4995
4996	5037
5038	5138
5139	5387
5388	5441
5442	5493
5494	5527
5528	5568
5569	5664
5665	5707
5708	6088
6089	6147
6148	6170
6171	6210
6211	6461
6462	6516
6517	6540
6541	6596
6597	6639
6640	6943
6944	6986
6987	7045
7046	7137
7138	7185
7186	7294
7295	7347
7348	7380
7381	7423
7424	7464
7465	7505
7506	7532
7533	7595
7596	7665
7666	7878
7879	7900
7901	7922
7923	7946
7947	7967
7968	7971
7992	8005
8016	8532
8533	8650
8651	9233
9234	9768
9769	9963
9964	10103
10104	10415
10436	10449
10460	10521
10522	10591
10592	10632
10633	10673
10674	10713
10714	10772
10773	10796
10797	10876
10877	10916
10917	10957
10958	10997
10998	11054
11055	11131
11132	11215
11237	11281
11282	11302
11323	11336
11347	11685
11686	11812
11813	11883
11884	11999
12000	12074
12075	12144
12145	12200
12201	12245
12246	12286
12287	12407
12408	12476
12477	12505
12506	12531
12532	12560
12561	12593
12594	12646
12647	12676
12677	12702
12703	12747
12770	13269
13270	13341
13342	13405
13406	13648
13673	13859
13860	13950
13951	14053
14054	14136
14137	14312
14313	14393
14394	14434
14435	14533
14534	14680
14681	14728
14729	14772
14773	14816
14817	14859
14866	14866
14872	14985
14986	14999
