0	509
523	531
543	597
608	619
642	716
717	763
764	822
823	871
872	917
918	963
964	1016
1017	1066
1067	1122
1123	1167
1168	1224
1225	1273
1274	1327
1328	1589
1590	1639
1640	1685
1686	1733
1734	1888
1889	1935
1936	1987
1988	2040
2041	2087
2088	2137
2138	2188
2189	2235
2236	2284
2285	2332
2333	2384
2385	2429
2430	2487
2488	2546
2547	2593
2594	2650
2651	2697
2698	2732
2733	2796
2810	3063
3078	3076
3091	3153
3168	3167
3181	3237
3252	3250
3265	3322
3337	3335
3350	3418
3433	3431
3446	3516
3531	3529
3544	3700
3701	3742
3743	3793
3794	3850
3851	4025
4040	4038
4053	4141
4156	4154
4169	4283
4284	4338
4339	4387
4388	4436
4437	4486
4487	4534
4535	4690
4691	4767
4768	4807
4808	4869
4870	5076
5077	5171
5172	5575
5576	5638
5639	5756
5757	5868
5869	6001
6002	6498
6499	6545
6546	6611
6612	6681
6682	6737
6738	6894
6895	6962
6963	7033
7034	7082
7083	7203
7204	7266
7267	7916
7917	7989
7990	8049
8050	8152
8153	8207
8208	8303
8304	9212
9213	9267
9268	9326
9327	9438
9439	9511
9512	9610
9611	9663
9664	9729
9730	9928
9929	10119
10120	10237
10238	10295
10296	11072
11073	11161
11162	11228
11229	11554
11586	11597
11619	11939
12024	14540
