0	342
344	758
818	1013
1034	1336
1376	1985
2003	2396
2417	2577
2597	2747
2783	3090
3111	3314
3335	3467
3488	3962
4000	4126
4148	4231
4252	4371
4391	4404
4424	4517
4538	4626
4627	4706
4707	4757
4758	4829
4830	5797
5815	5828
5848	6323
6344	6459
6479	6685
6715	7030
7051	7170
7191	7531
7532	7644
7665	7773
7793	7896
7917	8051
8072	8085
8101	8233
8238	8340
8358	8419
8420	8491
8492	8555
8574	8588
8613	8851
8891	9056
9095	9355
9375	9696
9717	9897
9948	10093
10114	10307
10328	10475
10496	10606
10626	10744
10762	10940
10962	11047
11063	11270
11306	11320
11340	11419
11440	11496
11515	11592
11613	11681
11702	11716
11736	11838
11859	12036
12057	12231
12253	12401
12402	12628
12658	12686
12706	12795
12813	12913
12933	13034
13054	13148
13149	13243
13264	13332
13353	13521
13541	13597
13608	13819
13839	13913
13935	14139
14160	14231
14247	14281
14301	14480
14520	14596
14633	14774
