0	527
528	537
547	604
614	622
623	1227
1250	1692
1693	2201
2202	2243
2244	2440
2441	2890
2891	3029
3030	3075
3076	3160
3161	3274
3275	3351
3352	3435
3436	3510
3511	3667
3668	4179
4180	4341
4342	4447
4448	4559
4560	4960
4961	5065
5066	5215
5216	5390
5391	5474
5475	5529
5530	5636
5637	5707
5708	5807
5808	5871
5872	5960
5961	6031
6032	6090
6091	6159
6160	6208
6209	6287
6288	6346
6347	6412
6413	6499
6500	6582
6583	6682
6683	6801
6802	6877
6878	6946
6947	7063
7064	7155
7156	7231
7232	7314
7315	7391
7392	7499
7500	7556
7557	7713
7714	7927
7928	8220
8221	9400
9401	10045
10046	11378
11379	11782
11838	14282
