0	81
106	289
317	341
342	485
525	714
735	905
946	1139
1182	1303
1324	1336
1347	1384
1385	1417
1418	1454
1455	1489
1490	1518
1519	1558
1559	1596
1597	1644
1645	1757
1791	1863
1864	1962
1963	2055
2056	2143
2144	2222
2223	2320
2321	2384
2385	2518
2519	2613
2643	2658
2671	2690
2691	2727
2728	2789
2790	2843
2844	2886
2887	2941
2942	2975
2976	3018
3019	3066
3083	3097
3117	3187
3208	3275
3296	3356
3357	3409
3528	3573
3574	3616
3617	3653
3659	3743
3764	3776
3793	3881
3901	4014
4025	4132
4144	4231
4232	4232
4233	4267
4268	4375
4376	4501
4502	4666
4667	4748
4769	4770
4800	4832
4860	4955
4996	5068
5088	5174
5175	5267
5268	5344
5345	5450
5470	5553
5573	5663
5683	5781
5802	5890
5911	5991
5992	6050
6070	6132
6133	6196
6197	6291
6312	6323
6360	6413
6414	6487
6488	6540
6541	6585
6586	6617
6618	6664
6665	6717
6746	6952
6953	7291
7302	7315
7335	7449
7460	7668
7678	7790
7791	7922
7923	8018
8019	8124
8125	8162
8163	8199
8200	8250
8261	8365
8366	8444
8445	8563
8575	8761
8762	8942
8952	9172
9173	9327
9328	9389
9390	9453
9454	9516
9517	9609
9610	9676
9677	9752
9753	9895
9896	9967
9968	10084
10103	10195
10212	10333
10334	10500
10501	10627
10628	10695
10696	10816
10837	10918
10919	11042
11043	11179
11800	11314
11315	11425
11426	11553
11574	11586
11602	11994
12033	12048
12068	12175
12201	12295
12296	12448
12449	12521
12522	12610
12611	12638
12639	12746
12765	12780
12800	12920
12941	13084
13105	13166
13204	13374
13375	13597
13616	13721
13741	13807
13827	13896
13917	13973
13993	14142
14162	14174
14194	14505
14525	14677
14697	14759
